titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,source,date_publication,caracteristiques,url
فرصة نيمرو أف لكصر فاتح أعل أبارك وفي الكرن ومساحة أكبيره 240م٢,Land Plot,Vente,1200000,240.00,,,,Ksar,Nouakchott Ouest,"فرصة نيمرو أف لكصر فاتح أعل أبارك وفي الكرن ومساحة أكبيره 240م٢ 1,200,000 MRU Land Plot 2 months ago • Ksar محمد فاضل 1",voursa,2 months ago,"landmark: مجمع الأمانة, land_title: No",https://voursa.com/EN/categories/real_estate/ads/فرصة-نيمرو-اف-لكصر-فاتح-اعل-ابارك-وفي-الكرن-ومساحة-اكبيره-240م-ومبيوع-الا-ب-12-مليون-4c7b
أبرتماه للإيجار في الصكوك أجديد مافات أندخل واكريب من كدروه الصكوك,Apartment,Vente,13000,150.00,2.0,1.0,2.0,Teyarett,Nouakchott Nord,"أبرتماه للإيجار في الصكوك أجديد مافات أندخل واكريب من كدروه الصكوك 13,000 MRU Residential Property 2 months ago • Teyarett محمد فاضل 1",voursa,2 months ago,"landmark: كدروه الصكوك, land_title: No, balconies: 0",https://voursa.com/EN/categories/real_estate/ads/ابرتماه-للايجار-في-الصكوك-اجديد-مافات-اندخل-الا-ب-130-الف-افانص-3-اشهر-واكريب-من-كدروه-الصكوك-e9bd
نص لماهو فلكرن,Land Plot,Vente,1300000,150.00,,,,Tevragh Zeina,Nouakchott Ouest,"نص لماهو فلكرن 1,300,000 MRU Land Plot 2 months ago • Tevragh Zeina Ahmed 2",voursa,2 months ago,"landmark: سكتير 3 بلوكات, land_title: No, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/نص-لماهو-فلكرن-2f3d
دار للبيع افسوكجيم عين الطلح فاتحه اعل ابارك,Other,Vente,1900000,150.00,2.0,1.0,2.0,Teyarett,Nouakchott Nord,"دار للبيع افسوكجيم عين الطلح فاتحه اعل ابارك 1,900,000 MRU Residential Property 2 months ago • Teyarett الشيخ 1",voursa,2 months ago,"landmark: ساحة الجمهورية, land_title: No, balconies: 1, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/دار-للبيع-افسوكجيم-عين-الطلح-فاتحه-اعل-ابارك--083b
Duplexe A Vendre,Duplex,Vente,7500000,300.00,10.0,6.0,5.0,Tevragh Zeina,Nouakchott Ouest,"Duplexe A Vendre 7,500,000 MRU Residential Property 2 months ago • Tevragh Zeina Mouhamed Fayta immobilier 1",voursa,2 months ago,"landmark: Ministère des affaires étrangères, land_title: Yes, balconies: 2, street_size: 12.00",https://voursa.com/EN/categories/real_estate/ads/duplexe-a-vendre--7d90
نصف نيمرو أفكرن من سكتير 5 F Nord,Land Plot,Vente,4300000,300.00,,,,Tevragh Zeina,Nouakchott Ouest,"نصف نيمرو أفكرن من سكتير 5 F Nord 4,300,000 MRU Land Plot 2 months ago • Tevragh Zeina سيدي محمد 1",voursa,2 months ago,"landmark: كدروه الشارة, land_title: Yes",https://voursa.com/EN/categories/real_estate/ads/نصف-نيمرو-افكرن-من-سكتير-5-f-nord--ad81
نيمرو فكرن من سكتير 5 للببع,Land Plot,Vente,8500000,750.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فكرن من سكتير 5 للببع 8,500,000 MRU Land Plot 2 months ago • Tevragh Zeina محمد 1",voursa,2 months ago,"landmark: سكتير 5, land_title: No, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-سكتير-5-للببع--5ddc
سمعه للبيـــــــــــــــــــــع,Other,Vente,2500000,180.00,3.0,1.0,2.0,Toujounine,Nouakchott Nord,"سمعه للبيـــــــــــــــــــــع 2,500,000 MRU Residential Property 2 months ago • Toujounine Bcren brahm 1",voursa,2 months ago,"landmark: ملح سكتير 2, land_title: Yes, balconies: 1, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/سمعه-للبيـــــــــــــــــــــع--91ac
دار فبوحديدة,Villa,Vente,1100000,120.00,3.0,1.0,2.0,Toujounine,Nouakchott Nord,"دار فبوحديدة 1,100,000 MRU Residential Property 2 months ago • Toujounine محمد عبد الله ولد سيكه 2",voursa,2 months ago,"landmark: مصحة الخليل, land_title: Yes, balconies: 1, street_size: 6.00",https://voursa.com/EN/categories/real_estate/ads/دار-فبوحديدة-aaa7
نيمرو فسكتير 1 بلوكات,Land Plot,Vente,3300000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فسكتير 1 بلوكات 3,300,000 MRU Land Plot 2 months ago • Tevragh Zeina محمد عبد الله ولد سيكه 1",voursa,2 months ago,"landmark: سكتير 1, land_title: Yes, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فسكتير-1-بلوكات--3d79
قطعة ارض للبيع,Land Plot,Vente,950000,150.00,,,,Teyarett,Nouakchott Nord,"قطعة ارض للبيع 950,000 MRU Land Plot 2 months ago • Teyarett سارة 1",voursa,2 months ago,"landmark: دار البركه, land_title: Yes, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/فرصة-حقيقيه--2bdf
نيمرو زين فسانتر متير من i suite,Land Plot,Vente,6800000,800.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو زين فسانتر متير من i suite 6,800,000 MRU Land Plot 2 months ago • Tevragh Zeina سيدي محمد 1",voursa,2 months ago,"landmark: لاميدور, land_title: Yes",https://voursa.com/EN/categories/real_estate/ads/نيمرو-زين-فسانتر-متير-من-i-suite--0dc0
ديبلكس فصحراوي,Duplex,Vente,11000000,400.00,1.0,1.0,1.0,Tevragh Zeina,Nouakchott Ouest,"ديبلكس فصحراوي 11,000,000 MRU Residential Property 2 months ago • Tevragh Zeina الخدمات العامه 1",voursa,2 months ago,"landmark: الصحراوي, land_title: Yes, balconies: 1, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/ديبلكس-فصحراوي--e34c
ابرتماهات و مكزنتين اعل كدروه,Commercial and Industrial Real Estate,Vente,2600000,180.00,,,,Arafat,Nouakchott Sud,"ابرتماهات و مكزنتين اعل كدروه 2,600,000 MRU Commercial and Industrial Real Estate 2 months ago • Arafat محمد عبد الله ولد سيكه 1",voursa,2 months ago,"landmark: بقالة الله أكبر, land_title: No",https://voursa.com/EN/categories/real_estate/ads/ابرتماهات-و-مكزنتين-اعل-كدروه--a550
نيمرو للبيع فرصة,Land Plot,Vente,1550000,150.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو للبيع فرصة 1,550,000 MRU Land Plot 2 months ago • Tevragh Zeina سارة 1",voursa,2 months ago,"landmark: سكتير 3, land_title: Yes, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيع-فرصة-15f6
ابرتماهات و اباتيك فملح احذ الحماية المدنية,Commercial and Industrial Real Estate,Vente,2100000,180.00,,,,Arafat,Nouakchott Sud,"ابرتماهات و اباتيك فملح احذ الحماية المدنية 2,100,000 MRU Commercial and Industrial Real Estate 2 months ago • Arafat محمد عبد الله ولد سيكه 1",voursa,2 months ago,"landmark: الحماية المدنية, land_title: No",https://voursa.com/EN/categories/real_estate/ads/ابرتماهات-و-اباتيك-فملح-احذ-الحماية-المدنية-51eb
نيمرو للبيع,Land Plot,Vente,2600000,30.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو للبيع 2,600,000 MRU Land Plot 2 months ago • Tevragh Zeina مولاي الحسن 1",voursa,2 months ago,"landmark: استصايوه Fnord, land_title: No, street_size: 30.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيع--2284
نمرو فبوش,Land Plot,Vente,4200000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نمرو فبوش 4,200,000 MRU Land Plot 2 months ago • Tevragh Zeina الخدمات العامه 1",voursa,2 months ago,"landmark: بوش, land_title: Yes, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/نمرو-فبوش-774e
شانتية فلكصر احذ مجمع الأمانة,Other,Vente,1400000,180.00,3.0,1.0,2.0,Ksar,Nouakchott Ouest,"شانتية فلكصر احذ مجمع الأمانة 1,400,000 MRU Residential Property 2 months ago • Ksar محمد عبد الله ولد سيكه 4",voursa,2 months ago,"landmark: مجمع الأمانه, land_title: Yes, balconies: 1, street_size: 6.00",https://voursa.com/EN/categories/real_estate/ads/شانتية-فلكصر-احذ-مجمع-الامانة--a0dc
نيمرو فكرن من سكتير 6 للبيع,Land Plot,Vente,7500000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فكرن من سكتير 6 للبيع 7,500,000 MRU Land Plot 2 months ago • Tevragh Zeina محمد 1",voursa,2 months ago,"landmark: سكتير 6, land_title: No, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-سكتير-6-للبيع--6314
فرصة استوديو فاتح عل كدروه الفوك قرب كارفور القدس,Studio,Vente,9000,120.00,2.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"فرصة استوديو فاتح عل كدروه الفوك قرب كارفور القدس 9,000 MRU Residential Property 2 months ago • Tevragh Zeina mohamed 2",voursa,2 months ago,"landmark: سفارة لامريكية, land_title: Yes, balconies: 1, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/فرصة-استوديو-فاتح-عل-كدروه-الفوك-قرب-كارفور-القدس--602e
نيمرو فكرن ابرك فمدال m لاول بين امع كدروه اوكار نيمرو واحد للبيع,Land Plot,Vente,4500000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فكرن ابرك فمدال m لاول بين امع كدروه اوكار نيمرو واحد للبيع 4,500,000 MRU Land Plot 2 months ago • Tevragh Zeina محمد 1",voursa,2 months ago,"landmark: مدال m لاول, land_title: No, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-ابرك-فمدال-m-لاول-بين-امع-كدروه-اوكار-نيمرو-واحد-للبيع--05a6
بتكين ف اغنودرت للبيع,Store,Vente,3000000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"بتكين ف اغنودرت للبيع 3,000,000 MRU Store 2 months ago • Tevragh Zeina محمد 1",voursa,2 months ago,"landmark: اغنودرت, land_title: No",https://voursa.com/EN/categories/real_estate/ads/بتكين-ف-اغنودرت-للبيع--72f8
نيمرو فكرن من سكتير 6 للبيع,Land Plot,Vente,6500000,600.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو فكرن من سكتير 6 للبيع 6,500,000 MRU Land Plot 2 months ago • Tevragh Zeina محمد 1",voursa,2 months ago,"landmark: سكتير 4, land_title: No, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-سكتير-6-للبيع--39ae
نيمرو من اغنوردت للبيع,Land Plot,Vente,3100000,300.00,,,,Teyarett,Nouakchott Nord,"نيمرو من اغنوردت للبيع 3,100,000 MRU Land Plot 2 months ago • Teyarett محمد 1",voursa,2 months ago,"landmark: شرم الشيخ, land_title: No, street_size: 15.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-اغنوردت-للبيع--f8f7
نيمرو من I اسويت فاتح ف ابرك للبيع,Land Plot,Vente,6300000,800.00,,,,Tevragh Zeina,Nouakchott Ouest,"نيمرو من I اسويت فاتح ف ابرك للبيع 6,300,000 MRU Land Plot 2 months ago • Tevragh Zeina محمد 1",voursa,2 months ago,"landmark: I سويت, land_title: No, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-i-اسويت-فاتح-ف-ابرك-للبيع--bacb
ابرتماه الفوك للاجار,Apartment,Vente,13000,120.00,2.0,1.0,2.0,Tevragh Zeina,Nouakchott Ouest,"ابرتماه الفوك للاجار 13,000 MRU Residential Property 2 months ago • Tevragh Zeina محمد 1",voursa,2 months ago,"landmark: صانتر ميتير, land_title: Yes, balconies: 1, street_size: 20.00",https://voursa.com/EN/categories/real_estate/ads/ابرتماه-الفوك-للاجار--24ff
Terrains à vendre,Land Plot,Vente,260000,180.00,,,,Dar Naim,Nouakchott Nord,"Terrains à vendre 260,000 MRU Land Plot 2 months ago • Dar Naim Mohamed 2",voursa,2 months ago,"landmark: Près du Mosquée selem khalou, land_title: No",https://voursa.com/EN/categories/real_estate/ads/terrains-a-vendre--59a5
منزل للبيـــــــــــــــــــــع عرفات الداية 19,Other,Vente,1350000,150.00,3.0,1.0,1.0,Arafat,Nouakchott Sud,"منزل للبيـــــــــــــــــــــع عرفات الداية 19 1,350,000 MRU Residential Property 2 months ago • Arafat Bcren brahm 8",voursa,2 months ago,"landmark: كرفور الدايه 19, land_title: No, balconies: 1, street_size: 6.00",https://voursa.com/EN/categories/real_estate/ads/منزل-للبيـــــــــــــــــــــع-عرفات-الداية-19-161c
Une Maison R+1,Land Plot,Vente,170000,150.00,,,,Arafat,Nouakchott Sud,"Une Maison R+1 170,000 MRU Land Plot 2 months ago • Arafat Sidi Mohamed 2",voursa,2 months ago,"landmark: Ould Badou, land_title: Yes",https://voursa.com/EN/categories/real_estate/ads/une-maison-r1--275a
منزل للبيـــــــــــــــــــــع زعطر,Other,Vente,800000,300.00,6.0,1.0,4.0,Dar Naim,Nouakchott Nord,"منزل للبيـــــــــــــــــــــع زعطر 800,000 MRU Residential Property 2 months ago • Dar Naim Bcren brahm 5",voursa,2 months ago,"landmark: فراج محمد سالم, land_title: Yes, balconies: 1, street_size: 8.00",https://voursa.com/EN/categories/real_estate/ads/منزل-للبيـــــــــــــــــــــع-زعطر--af61
ابرتماه لايجار اعل كدروه في I loc,Apartment,Vente,15000,20.00,3.0,3.0,2.0,Tevragh Zeina,Nouakchott Ouest,"ابرتماه لايجار اعل كدروه في I loc 15,000 MRU Residential Property 2 months ago • Tevragh Zeina مولاي الحسن 1",voursa,2 months ago,"landmark: ادارة موريتل الفنية, land_title: Yes, balconies: 2, street_size: 40.00",https://voursa.com/EN/categories/real_estate/ads/ابرتماه-لايجار-اعل-كدروه-في-i-loc-58ac
نيمرو للبيع في تيارة قرب اطل السنوار شارع اكبير,Land Plot,Vente,1570000,216.00,,,,Teyarett,Nouakchott Nord,"نيمرو للبيع في تيارة قرب اطل السنوار شارع اكبير 1,570,000 MRU Land Plot 2 months ago • Teyarett أبياه 1",voursa,2 months ago,"landmark: البياه, land_title: Yes, street_size: 25.00",https://voursa.com/EN/categories/real_estate/ads/نيمرو-للبيع-في-تيارة-قرب-اطل-السنوار-شارع-اكبير-فيه-فرصة-اليوم-3a95
منزل للبيـــــــــــــــــــــع رابع ولعشرين,Other,Vente,1100000,150.00,3.0,1.0,2.0,Toujounine,Nouakchott Nord,"منزل للبيـــــــــــــــــــــع رابع ولعشرين 1,100,000 MRU Residential Property 2 months ago • Toujounine Bcren brahm 1",voursa,2 months ago,"landmark: اربع والعشرين, land_title: Yes, balconies: 1, street_size: 8.00",https://voursa.com/EN/categories/real_estate/ads/منزل-للبيـــــــــــــــــــــع-رابع-ولعشرين--87c7
حمام نسائي فتفرغ زينه,Store,Vente,250000,1.00,,,,Tevragh Zeina,Nouakchott Ouest,"حمام نسائي فتفرغ زينه 250,000 MRU Store 2 months ago • Tevragh Zeina LEWEDLI للعقارات و السيارات 8",voursa,2 months ago,"landmark: طب الفايروسات, land_title: No",https://voursa.com/EN/categories/real_estate/ads/حمام-نسايي-فتفرغ-زينه-ef36
