raw_text,price_mru,property_type,time_ago,title_guess,location,source,url,lot_size,street_size,closest_landmark,land_title,detail_property_type,halls,balconies,bathrooms,rooms
"مساحة تجارية للبيع 14,000,000 MRU Commercial and Industrial Real Estate 2 weeks ago • Tevragh Zeina Agence LEWEDLI 4",14000000,Commercial and Industrial Real Estate,,مساحة تجارية للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/مساحة-تجارية-للبيع--d465,2000.00,,الحي الصناعي,No,,,,,
"نص نيمرو من سكتير 6 إعلى الزيره 3,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina سيدي محمد 1",3000000,Land Plot,,نص نيمرو من سكتير 6 إعلى الزيره,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-من-سكتير-6-اعلى-الزيره--fc11,300.00,,سكتير 6,Yes,,,,,
"سمعه احذ جسر الحي الساكن 850,000 MRU Residential Property 2 weeks ago • Dar Naim محمد عبد الله ولد سيكه 1",850000,Residential Property,,سمعه احذ جسر الحي الساكن,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/سمعه-احذ-جسر-الحي-الساكن--bf0d,150.00,8.00,جسر الحي الساكن,Yes,Duplex,2.0,1.0,2.0,7.0
"نص نمرو من الفوز 2,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina الخدمات العامه 1",2000000,Land Plot,,نص نمرو من الفوز,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-نمرو-من-الفوز-d53e,200.00,15.00,الفوز,Yes,,,,,
"نيمرو من شرم الشيخ للبيع 4,700,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",4700000,Land Plot,,نيمرو من شرم الشيخ للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-شرم-الشيخ-للبيع-dd1e,400.00,,كدرونه البوادي,Yes,,,,,
"150م² فكرن فسكتير1 قرب طب القلب شارع كبير 1,350,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمدفال 1",1350000,Land Plot,,150م² فكرن فسكتير1 قرب طب القلب شارع كبير,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/150م-فكرن-فسكتير1-قرب-طب-القلب-شارع-كبير-3c7d,150.00,,طب القلب,No,,,,,
"نيمرو من اغنودرت للبيع 1,200,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",1200000,Land Plot,,نيمرو من اغنودرت للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-من-اغنودرت-للبيع--9f06,300.00,10.00,اغنودرت,No,,,,,
"جزرة على طريق اگجوجت 200,000 MRU Residential Property 2 weeks ago • Akjoujt B O 2",200000,Residential Property,,جزرة على طريق اگجوجت,,voursa,https://voursa.com/EN/categories/real_estate/ads/جزرة-على-طريق-اجوجت-6d0a,1200.00,1.00,امورات,No,Other,1.0,1.0,1.0,1.0
"دار خرب فكرن فسيت ابلاج bmci 1,700,000 MRU Land Plot 2 weeks ago • Tevragh Zeina الخدمات العامه 1",1700000,Land Plot,,دار خرب فكرن فسيت ابلاج bmci,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-خرب-فكرن-فسيت-ابلاج-bmci-aac7,300.00,15.00,بنك bmci,Yes,,,,,
"بارتماه فالبوادي للإجار 15,000 MRU Residential Property 2 weeks ago • Tevragh Zeina Sidi 1",15000,Residential Property,,بارتماه فالبوادي للإجار,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/بارتماه-فالبوادي-للاجار-94c8,400.00,12.00,البوادي سكتير 4,Yes,Apartment,1.0,1.0,2.0,2.0
"دار للبيع 900,000 MRU Residential Property 2 weeks ago • Dar Naim Agence LEWEDLI 1",900000,Residential Property,,دار للبيع,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-للبيع-a0f9,270.00,,المطار القديم,Yes,Other,0.0,0.0,0.0,0.0
"دار فدار النعيم شارع كبير 700,000 MRU Residential Property 2 weeks ago • Dar Naim الخدمات العامه 1",700000,Residential Property,,دار فدار النعيم شارع كبير,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فدار-النعيم-شارع-كبير-bd69,216.00,12.00,مسجد ول محود,Yes,Other,1.0,1.0,2.0,4.0
"نمرو اللبيع أفي المطار القديم بلوك 34 فاتح اعل كدروه 2,800,000 MRU Land Plot 2 weeks ago • Dar Naim عبدالله 3",2800000,Land Plot,,نمرو اللبيع أفي المطار القديم بلوك 34 فاتح اعل كدروه,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نمرو-اللبيع-افي-المطار-القديم-بلوك-34-فاتح-اعل-كدروه--7186,400.00,,نمرو اللبيع أفي المطار القديم بلوك 34,No,,,,,
"دار تنباع 1,050,000 MRU Residential Property 2 weeks ago • Arafat Agence LEWEDLI 1",1050000,Residential Property,,دار تنباع,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-تنباع-d95f,1.00,10.00,أم قصر,Yes,Other,0.0,0.0,0.0,0.0
"نيمروات فعرفات اعل كدروه البوليس 2,500,000 MRU Land Plot 2 weeks ago • Arafat سيدي محمد 1",2500000,Land Plot,,نيمروات فعرفات اعل كدروه البوليس,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمروات-فعرفات-اعل-كدروه-البوليس--4658,230.00,20.00,أستاسيوه الكاميرات,Yes,,,,,
"نص نيمرو ممتاز من سكتير2 قرب الجامعة نظيف 2,850,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمدفال 1",2850000,Land Plot,,نص نيمرو ممتاز من سكتير2 قرب الجامعة نظيف,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-ممتاز-من-سكتير2-قرب-الجامعة-نظيف-3366,300.00,,الجامعة,No,,,,,
"قطعة ارضية 280,000 MRU Land Plot 2 weeks ago • Arafat دولاه حم 4",280000,Land Plot,,قطعة ارضية,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/قطعة-ارضية--060d,273.00,12.00,بحيرة ترحيل 16,No,,,,,
"قطعة ارضية 320,000 MRU Land Plot 2 weeks ago • Arafat دولاه حم 5",320000,Land Plot,,قطعة ارضية,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/قطعة-ارضية--a161,245.00,12.00,بحيرة ترحيل 16,Yes,,,,,
"437م# من سكتير 5 للبيع 3,700,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",3700000,Land Plot,,437م# من سكتير 5 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/437م-من-سكتير-5-للبيع--f69a,437.00,20.00,سكتير 5,No,,,,,
"دار فكرن Atoi طريك انواذيب 12,000,000 MRU Residential Property 2 weeks ago • Tevragh Zeina الخدمات العامه 1",12000000,Residential Property,,دار فكرن Atoi طريك انواذيب,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فكرن-atoi-طريك-انواذيب--e9d5,600.00,30.00,سفات الصين,Yes,Villa,1.0,1.0,3.0,6.0
"4 آبارتماهات للبيع كد كدروه البوادي تيتر فونسيي 7,000,000 MRU Commercial and Industrial Real Estate 2 weeks ago • Teyarett الشيخ 1",7000000,Commercial and Industrial Real Estate,,4 آبارتماهات للبيع كد كدروه البوادي تيتر فونسيي,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/4-ابارتماهات-للبيع-كد-كدروه-البوادي-تيتر-فونسيي-دخلهم-540000شهر-f520,216.00,,H3 _ المدرسة الصفراء,No,,,,,
"نيمروات فالمطار ابلوك 43 قرب لابست 8,400,000 MRU Land Plot 2 weeks ago • Dar Naim سيدي محمد 1",8400000,Land Plot,,نيمروات فالمطار ابلوك 43 قرب لابست,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمروات-فالمطار-ابلوك-43-قرب-لابست--3a04,1600.00,,كرفور لبست,Yes,,,,,
"نصف نيرو للبيع في تفرغ زينه قرب اوتل عزيز 3,200,000 MRU Land Plot 2 weeks ago • Tevragh Zeina البات 1",3200000,Land Plot,,نصف نيرو للبيع في تفرغ زينه قرب اوتل عزيز,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نصف-نيرو-للبيع-في-تفرغ-زينه-قرب-اوتل-عزيز--d547,300.00,15.00,البات,Yes,,,,,
"4 ابرتمات فهاش3 فكرن 6,800,000 MRU Residential Property 2 weeks ago • Teyarett الخدمات العامه 1",6800000,Residential Property,,4 ابرتمات فهاش3 فكرن,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/4-ابرتمات-فهاش3-فكرن-c84b,216.00,15.00,المدرسه الصفره,Yes,Apartment,4.0,4.0,4.0,12.0
"ديبلكس اجديد للبيع 6,500,000 MRU Residential Property 2 weeks ago • Teyarett Agence LEWEDLI 1",6500000,Residential Property,,ديبلكس اجديد للبيع,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/ديبلكس-اجديد-للبيع-e17a,216.00,,H 3,Yes,Duplex,0.0,0.0,0.0,0.0
"نيمرو فكرن من سكتير 6 للبيع 6,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",6000000,Land Plot,,نيمرو فكرن من سكتير 6 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-سكتير-6-للبيع--9a68,700.00,20.00,سكتير 6,No,,,,,
"نمرو اعل شارع كبير 350,000 MRU Land Plot 2 weeks ago • Riyadh الخدمات العامه 1",350000,Land Plot,,نمرو اعل شارع كبير,Riyadh,voursa,https://voursa.com/EN/categories/real_estate/ads/نمرو-اعل-شارع-كبير--89ae,180.00,20.00,مرصت بيك 7,Yes,,,,,
"نيمرو فكرن من سكتير 4 للبيع 9,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",9000000,Land Plot,,نيمرو فكرن من سكتير 4 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-سكتير-4-للبيع--d560,600.00,20.00,سكتير 4,No,,,,,
"منزل 700,000 MRU Residential Property 2 weeks ago • Arafat الشيخ 2",700000,Residential Property,,منزل,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/منزل-bc33,200.00,6.00,بيت ابوليس,Yes,Villa,2.0,1.0,4.0,6.0
"نيمرو فكرن ابرك فمدال h اسويت للبيع 4,200,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",4200000,Land Plot,,نيمرو فكرن ابرك فمدال h اسويت للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-ابرك-فمدال-h-اسويت-للبيع--4586,800.00,20.00,فمدال h اسويت,No,,,,,
"نيمرو فكرن من مدال m لاول للبيع 5,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",5000000,Land Plot,,نيمرو فكرن من مدال m لاول للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-مدال-m-لاول-للبيع--f026,600.00,15.00,مدال m لاول,No,,,,,
"300م# فكرن من مدال m لاول للبيع 3,500,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",3500000,Land Plot,,300م# فكرن من مدال m لاول للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/300م-فكرن-من-مدال-m-لاول-للبيع--8092,300.00,20.00,مدال m لاول,No,,,,,
"نيمرو فكرن ابرك من مدال m لاول للبيع 3,800,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",3800000,Land Plot,,نيمرو فكرن ابرك من مدال m لاول للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-ابرك-من-مدال-m-لاول-للبيع--4c07,600.00,20.00,مدال m لاول,No,,,,,
"نيمروين فالمطار بلوك 57 4,600,000 MRU Land Plot 2 weeks ago • Dar Naim سيدي محمد 1",4600000,Land Plot,,نيمروين فالمطار بلوك 57,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمروين-فالمطار-بلوك-57-d3e6,800.00,,لابست,Yes,,,,,
"نمرو للبيـــــع في إسكان 3 300,000 MRU Land Plot 2 weeks ago • Riyadh بورصة عبد الله العقارية 1",300000,Land Plot,,نمرو للبيـــــع في إسكان 3,Riyadh,voursa,https://voursa.com/EN/categories/real_estate/ads/نمرو-للبيـــــع-في-اسكان-3-3cc6,216.00,20.00,طب 16,No,,,,,
"نص نيمرو من سكتير 5 وسط البنيان 3,700,000 MRU Land Plot 2 weeks ago • Tevragh Zeina سيدي محمد 1",3700000,Land Plot,,نص نيمرو من سكتير 5 وسط البنيان,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نص-نيمرو-من-سكتير-5-وسط-البنيان--37ae,300.00,15.00,سكتير 5,Yes,,,,,
"فرصة الأن دار في عين الطلح ب14مليون موقع ممتاز لسكن المريح 1,400,000 MRU Residential Property 2 weeks ago • Teyarett Ahmed 1",1400000,Residential Property,,فرصة الأن دار في عين الطلح ب14مليون موقع ممتاز لسكن المريح,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-الان-دار-في-عين-الطلح-ب14مليون-موقع-ممتاز-لسكن-المريح--7836,150.00,15.00,عين الطلح,No,Villa,1.0,22.0,2.0,3.0
"فرصة نص نيمر من مديل M لول فكرن قرب كدروه "" بوبياء "" 3,500,000 MRU Residential Property 2 weeks ago • Tevragh Zeina mohamed 1",3500000,Residential Property,,"فرصة نص نيمر من مديل M لول فكرن قرب كدروه "" بوبياء """,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/فرصة-نص-نيمر-من-مديل-m-لول-فكرن-قرب-كدروه-بوبيا--31b5,,,,,,,,,
"رقم 66 و 67 من بلوك 21 المطار القديم 3,600,000 MRU Land Plot 2 weeks ago • Dar Naim عبد الله 1",3600000,Land Plot,,رقم 66 و 67 من بلوك 21 المطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/رقم-66-و-67-من-بلوك-21-المطار-القديم--d925,800.00,12.00,إدارة المعادن,Yes,,,,,
"437م# فكرن من سكتير 5 للبيع 5,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",5000000,Land Plot,,437م# فكرن من سكتير 5 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/437م-فكرن-من-سكتير-5-للبيع--50e0,437.00,20.00,سكتير 5,No,,,,,
"رقم 61 و 62 من بلوك 57 المطار القديم 4,600,000 MRU Land Plot 2 weeks ago • Dar Naim عبد الله 1",4600000,Land Plot,,رقم 61 و 62 من بلوك 57 المطار القديم,Dar Naim,voursa,https://voursa.com/EN/categories/real_estate/ads/رقم-61-و-62-من-بلوك-57-المطار-القديم--8fa2,800.00,12.00,كدروه لبيست,Yes,,,,,
"نيمرو فكرن من بوش 9 للبيع 5,000,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",5000000,Land Plot,,نيمرو فكرن من بوش 9 للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فكرن-من-بوش-9-للبيع--664a,834.00,20.00,بوش 9,No,,,,,
"دار فعرفات الدايه 19 2,600,000 MRU Residential Property 2 weeks ago • Arafat الخدمات العامه 1",2600000,Residential Property,,دار فعرفات الدايه 19,Arafat,voursa,https://voursa.com/EN/categories/real_estate/ads/دار-فعرفات-الدايه-19-c719,240.00,10.00,الدايه 19 كدروه,Yes,Other,2.0,1.0,2.0,5.0
"300م# تسكم من h اسويت للبيع 2,650,000 MRU Land Plot 2 weeks ago • Tevragh Zeina محمد 1",2650000,Land Plot,,300م# تسكم من h اسويت للبيع,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/300م-تسكم-من-h-اسويت-للبيع--1e78,300.00,20.00,H اسويت,No,,,,,
"قطعة أرضية في سكتير2 بلوكات فرصة 1,600,000 MRU Residential Property 2 weeks ago • Tevragh Zeina didi old abdelwehab 1",1600000,Residential Property,,قطعة أرضية في سكتير2 بلوكات فرصة,Tevragh Zeina,voursa,https://voursa.com/EN/categories/real_estate/ads/قطعة-ارضية-في-سكتير2-بلوكات-فرصة-dc86,200.00,15.00,ت200م فرصة علي فرصة,No,Other,0.0,0.0,0.0,0.0
"نيمرو فصكوك i5 ممتاز تبارك الله كريب من كدروه 1,800,000 MRU Land Plot 2 weeks ago • Teyarett محمدفال 1",1800000,Land Plot,,نيمرو فصكوك i5 ممتاز تبارك الله كريب من كدروه,Teyarett,voursa,https://voursa.com/EN/categories/real_estate/ads/نيمرو-فصكوك-i5-ممتاز-تبارك-الله-كريب-من-كدروه-308e,216.00,,كدروه سنوار,No,,,,,
